nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT00964678,completed,,1,phase 1/phase 2,['pulmonary arterial hypertension'],"[""['I27.21']""]",['carvedilol'],['N[C@@H](CCCNC(N)=N)C(O)=O'],"
        Inclusion Criteria:

          -  idiopathic, familial or associated PAH, WHO group 1

          -  NYHA class II or III

          -  clinically stable with optimized PAH treatment for at least 3 months

          -  no or minimal evidence of fluid overload or volume depletion, with or without diuretic
             treatment

          -  age > 18 years

          -  mean pulmonary artery pressure (mPAP) > 25 mmHg

          -  6 minute walk distance (6MWD) over 100m

        Exclusion Criteria:

          -  Structural heart disease unrelated to PAH

          -  Recent (<3 months) treatment with an intravenous positive inotropic agent

          -  current use of β-blockers

          -  history of reactive airways disease

          -  history of adverse reaction to β-blockers

          -  heart block on ECG or resting heart rate < 60 bpm

          -  cardiac index < 1.8 l/min/m2

          -  systemic hypotension (systolic pressure < 90 mmHg)

          -  pulmonary capillary wedge pressure > 15 mmHg

          -  inability to give informed consent

          -  contraindications to CT and/or PET scanning

          -  coagulopathy (INR>1.5 or platelet count<50000/mm3)

          -  severe renal insufficiency (creatinine clearance <30 ml/min/m2)

          -  malignancy or any co-morbidity limiting survival or conditions predicting inability to
             complete the study.
      "
NCT00969306,terminated,"
    poor accrual
  ",0,phase 1,['small cell lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]","['chloroquine, a-cq 100']",['CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1'],"
        Inclusion Criteria:

          -  Histologically or cytologically confirmed ``extensive disease`` (Stage T0-4 N0-3 M1)
             small cell lung cancer

          -  At least one measurable disease site, defined as lesion of ≥ 1 cm unidimensionally on
             CT-scan.

          -  WHO performance status 0-2

          -  Absolute neutrophil count at least 1800/µl and platelets at least 100000/µl and
             hemoglobin at least 6.2 mmol/l.

          -  Calculated creatinine clearance at least 60 ml/min

          -  Adequate hepatic function: Total bilirubin ≤ 1.5 x upper limit of normal (ULN) for the
             institution; ALT, AST, and alkaline phosphatase ≤ 2.5 x ULN for the institution (in
             case of liver metastases ≤ 5 x ULN for the institution)

          -  No previous platinum chemotherapy or topo-isomerase-inhibitors for SCLC.

          -  Life expectancy more than 6 months

          -  Willing and able to comply with the study prescriptions

          -  18 years or older

          -  Not pregnant or breast feeding and willing to take adequate contraceptive measures
             during the study

          -  Ability to give and having given written informed consent before patient registration

          -  No mixed pathology, e.g. non-small cell plus small cell cancer

          -  No recent (< 3 months) severe cardiac disease (NYHA class >1) (congestive heart
             failure, infarction)

          -  No history of cardiac arrythmia (multifocal premature ventricular contractions,
             uncontrolled atrial fibrillation, bigeminy, trigeminy, ventricular tachycardia) which
             is symptomatic and requiring treatment (CTC AE 4.0), or asymptomatic sustained
             ventricular tachycardia. Asymptomatic atrial fibrillation controlled on medication is
             allowed.

          -  No cardiac conduction disturbances or medication potentially causing them:

          -  QTc interval prolongation with other medications that required discontinuation of the
             treatment

          -  Congenital long QT-syndrome or unexplained sudden death of first degree relative under
             40 years of age

          -  QTc interval > 480 msec (note: when this is the case on screening ECG, the ECG may be
             repeated twice. If the average QT-interval of these 3 measurements remains below 480
             msec, patient is eligible)

          -  Patients on medication potentially prolongating the QT-interval are excluded if the
             QT-interval is > 460 msec (Appendix, table 2).

          -  Medication that might cause QT-prolongation or Torsades de pointes tachycardia is not
             allowed (Appendix, Table 1). Drugs with a risk of prolongating the QT-interval that
             cannot be discontinued are allowed, however, under close monitoring by the treating
             physician (Appendix, table 2).

          -  No uncontrolled infectious disease

          -  No other active malignancy

          -  No major surgery (excluding diagnostic procedures like e.g., mediastinoscopy) in
             previous 4 weeks

          -  No treatment with investigational drugs in 4 weeks prior to or during this study

          -  No chronic systemic immune therapy

          -  No known G6PD deficiency

        Exclusion Criteria:

          -  The opposite of the above
      "
NCT00972322,completed,,0,phase 1,['type 2 diabetes mellitus'],"[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['mk-8245', 'comparator: placebo']","['OC(=O)CN1N=NC(=N1)C1=CC(=NO1)N1CCC(CC1)OC1=C(Br)C=CC(F)=C1', 'CN(C)C(=N)NC(N)=N']","
        Inclusion Criteria:

          -  Subject has a diagnosis of type 2 diabetes and is being treated with diet and exercise
             alone, a single oral anti-hyperglycemic agent or a combination of two oral
             anti-hyperglycemic agents

          -  Subject is willing to follow a weight-maintaining diet and exercise program during the
             study

          -  Subject is a nonsmoker or is willing to limit smoking to 10 cigarettes per day while
             in the clinical research unit

        Exclusion Criteria:

          -  Subject has a history of stroke, chronic seizures, or major neurological disorder

          -  Subject has a history of cancer, except certain skin and cervical cancers or cancer
             that was successfully treated 10 or more years prior to screening

          -  Subject has a history of type 1 diabetes

          -  Subject has used contact lenses within the last 6 months

          -  Subject has used any lipid-lowering therapy in the last 3 months, except statins,
             Zetia, or Vytorin

          -  Subject has more than 3 alcoholic beverages per day

          -  Subject has more than 6 servings of caffeine a day

          -  Subject has participated in a previous MK8245 study
      "
NCT00975481,completed,,1,phase 1,"[""alzheimer's disease"", ""huntington's disease""]","[""['G30.8', 'G30.9', 'G30.0', 'G30.1']"", ""['G10']""]","['dimebon', 'dimebon', 'dimebon', 'placebo', 'alprazolam', 'alprazolam']","['CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12', 'CN1CCC2=C(C1)C1=CC(C)=CC=C1N2CCC1=CC=C(C)N=C1']","
        Inclusion Criteria:

          -  Healthy male and/or female subjects between the ages of 18 and 55 years.

          -  Recreational polydrug user with a history of CNS depressant use.

        Exclusion Criteria:

          -  History of clinically significant neurologic condition(s), such as seizures,
             convulsions, epilepsy, or significant head injury, as judged by the investigator or
             designee.

          -  A known history of hypersensitivity or previous intolerance to dimebon or other
             antihistamines.

          -  Self-reported history of drug or alcohol dependence (except nicotine or caffeine) in
             the 2 years prior to screening, or drug or alcohol dependence as defined by the
             (DSM-IV-TR) in 12 months prior to screening, including subjects who have ever been in
             a substance rehabilitation program (other than treatment for smoking cessation).

          -  History of clinically significant psychiatric disorder(s), as judged by the
             investigator or qualified designee.
      "
NCT00977080,completed,,1,phase 4,"['chronic kidney disease', 'secondary hyperparathyroidism', 'hemodialysis']","[""['I12.9', 'N18.9', 'I12.0', 'D63.1', 'N18.1', 'N18.5', 'I13.0']"", ""['E21.1', 'N25.81']"", ""['I95.3', 'R88.0', 'Z49.31']""]","['paricalcitol', 'cinacalcet']","['CC(C)[C@@H](C)\\C=C\\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\\C(CCC[C@]12C)=C\\C=C1\\C[C@@H](O)CCC1=C', 'C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12']","
        Inclusion Criteria

          1. Male or female patients >= 18 years old.

          2. Patient was diagnosed with Stage 5 chronic kidney disease (CKD) and had been receiving
             intravenous (IV) or oral vitamin D receptor activators (VDRAs) or cinacalcet during
             the 8 weeks prior to the screening period or naïve patients who had not received VDRA
             or cinacalcet within 8 weeks of screening.

          3. Patient was on maintenance HD (hemodialysis) 3 times weekly (TIW) for at least 3
             months prior to screening and was expected to remain on HD for the duration of the
             study.

          4. For entry into the Pre-Treatment Washout Period (for patients who were not naïve to
             VDRAs and cinacalcet), the patient had to have screening laboratory values of:

               -  iPTH level 130 to 700 pg/mL

               -  Serum Total Alkaline Phosphatase level >= 40 U/L

               -  Calcium level <= 10.0 mg/dL (2.49 mmol/L)

               -  Calcium-phosphorus product (CaxP) <= 75 mg2/dL2 (US) and <= 70 mg2/dL2 (non-US)

        Exclusion Criteria

          1. Patient had a history of parathyroidectomy.

          2. Patient had a current malignancy (with the exception of basal or squamous cell
             carcinoma of the skin), or clinically significant liver disease, in the opinion of the
             investigator.

          3. Use of known inhibitors (i.e., ketoconazole) or inducers (i.e., carbamazepine) of
             cytochrome P450 (including grapefruit and/or grapefruit juice) 3A (CYP3A) or drugs
             metabolized by cytochrome P450 2D6 (CYP2D6) (e.g., flecainide, vinblastine,
             thioridazine, and most tricyclic antidepressants) within 2 weeks prior to study drug
             administration. Commonly used beta blockers such as metoprolol and carvedilol are
             allowed but are metabolized by CYP2D6; thus, an adjustment to a lower dose may have
             been required.

          4. Patient was known to be human immunodeficiency (HIV) positive.
      "
NCT00977938,completed,,1,phase 4,['coronary artery disease'],"[""['I25.10', 'I25.110', 'I25.119', 'I25.111', 'I25.118']""]","['placebo & aspirin', 'clopidogrel & aspirin, prasugrel & aspirin']","['CC(=O)OC1=CC=CC=C1C(O)=O', 'CC(=O)OC1=CC=CC=C1C(O)=O']","
        Inclusion Criteria (Enrollment):

          1. Subject is > 18 years of age.

          2. Subjects undergoing percutaneous intervention with stent deployment (or has w/in 24
             hours).

          3. Subjects without known contraindication to dual antiplatelet therapy for at least 30
             months after enrollment and stent implantation.

          4. The subject has consented to participate and has authorized the collection and release
             of his medical information by signing the ""Patient Informed Consent Form"". The
             informed consent will be valid for the duration of the trial or until the subject
             withdraws.

        Inclusion Criterion (Randomization at 12 months):

        1. Subject, at 12 months, is free from death, MI, stroke, repeat coronary
        revascularization, major bleeding, and stent thrombosis and has been compliant with dual
        antiplatelet therapy following stent implantation.

        Exclusion Criteria (Enrollment):

          1. Index procedure stent placement with stent diameter <2.25 mm or >4.0 mm.

          2. Pregnant women.

          3. Planned surgery necessitating discontinuation of antiplatelet therapy within the 30
             months following enrollment.

          4. Current medical condition with a life expectancy of less than 3 years.

          5. Concurrent enrollment in another device or drug study whose protocol specifically
             excludes concurrent enrollment or that involves blinded placement of a DES or BMS
             other than those included as DAPT Study devices. The subject may only be enrolled in
             the DAPT Study once.

          6. Subjects on warfarin or similar anticoagulant therapy.

          7. Subjects with hypersensitivity or allergies to one of the drugs or components
             indicated in the Instructions for Use for the device implanted.

          8. Subjects unable to give informed consent.

          9. Subject treated with both DES and BMS during the index procedure.

        Exclusion Criteria (Randomization at 12 months):

          1. Pregnant women.

          2. Subject switched thienopyridine type or dose within 6 months prior to randomization.

          3. Percutaneous coronary intervention or cardiac surgery between 6 weeks post index
             procedure and randomization.

          4. Planned surgery necessitating discontinuation of antiplatelet therapy within the 21
             months following randomization.

          5. Current medical condition with a life expectancy of less than 3 years.

          6. Subjects on warfarin or similar anticoagulant therapy.
      "
NCT00979875,completed,,1,phase 1,['healthy'],"[""['Z76.3', 'Z76.2']""]","['recombinant human hyaluronidase ph20 (rhuph20)', 'insulin lispro', 'insulin glulisine', 'insulin aspart']","['CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C', '[Na+].[Na+].[O-]P([O-])(F)=O', '[Na+].[Na+].[O-]P([O-])(F)=O', '[Na+].[Na+].[O-]P([O-])(F)=O']","
        Inclusion Criteria:

          -  Healthy participants between the ages of 18 and 55 years, inclusive (healthy is
             defined as no clinically relevant abnormalities).

          -  Body mass index (BMI) between 18-27 kilograms per meter squared (kg/m^2), inclusive.

          -  Total body weight >65 kilograms (kg) (143 pounds [lb]) for men and >46 kg (101 lb) for
             women.

          -  Decision making capacity and willingness to comply with scheduled visits, treatment
             plan, laboratory tests, and other study procedures including adequate venous access.

          -  Vital signs (blood pressure [BP], pulse rate, body temperature) within normal range
             or, if out of range, assessed by the Principal Investigator as not clinically
             significant.

          -  Fasting blood glucose level <100 milligrams per deciliter (mg/dL) at screening.

          -  A negative serum pregnancy test (if female of childbearing potential).

          -  Female participants of childbearing potential must agree to practice effective birth
             control or abstinence currently and agree to continue to do so for the duration of
             their time on study.

          -  Signed, written institutional review board (IRB)-approved informed consent.

        Exclusion Criteria:

          -  Evidence or history of clinically significant hematological, renal, endocrine,
             pulmonary, gastrointestinal, cardiovascular, hepatic, psychiatric, oncologic, or
             neurologic (to include history of seizures) disease; hypoglycemic episodes;
             intercurrent illness (such as influenza); or allergic disease (including severe drug
             allergies, but excluding untreated, asymptomatic, seasonal allergies at time of
             dosing). Clinical significance to be determined by the Principal Investigator.

          -  As judged by the investigator, clinically significant findings in routine laboratory
             data. (Anemia with hematocrit less than 33% at screening is specifically
             exclusionary.)

          -  Known history of diabetes mellitus (type 1 or type 2) or gestational diabetes.

          -  Known allergy to hyaluronidase or any other ingredient in the study drug.

          -  Positive human immunodeficiency virus (HIV) 1, hepatitis B, or hepatitis C antibody
             test.

          -  History or evidence of alcohol or drug abuse.

          -  History or evidence of use of any tobacco- or nicotine-containing product within 6
             months prior to screening and a screening qualitative urine nicotine test.

          -  Use of drugs that may interfere with the interpretation of study results or are known
             to cause clinically relevant interference with insulin action or glucose utilization.

          -  Blood donation or high volume phlebotomy, for example, >100 milliliters (mL), within
             56 days before dosing.

          -  Participation in a study of any investigational drug or device 30 days before
             enrollment in this study.

          -  The participant is unfit for the study in the opinion of the investigator.

          -  Women who are pregnant or breast-feeding.
      "
NCT00981799,terminated,"
    slow accrual rate
  ",0,phase 1/phase 2,"['relapsed t-cell acute lymphoblastic leukemia', 'relapsed t-cell lymphoblastic lymphoma']","[""['C83.57', 'C83.50', 'C91.01', 'C91.02', 'C83.52', 'C83.56', 'C83.53']"", ""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']""]","['nelarabine', 'etoposide', 'cyclophosphamide', 'methotrexate', 'filgrastim']","['COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O', 'N[C@@H](CCCNC(N)=N)C(O)=O', '[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C', 'NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O', 'N[C@@H](CCCNC(N)=N)C(O)=O']","
        Inclusion Criteria:

          -  Patients to be enrolled in the dose-escalation portion of this study must have T-cell
             ALL or T-cell lymphoblastic lymphoma (LL) in first relapse or must have failed primary
             induction chemotherapy (ie, never attained a complete remission following an initial
             course of standard therapy for T-ALL or T-LL). Patients to be enrolled in the cohort
             expansion portion of this study (ie, those treated at the recommended phase 2 dose)
             must have T-cell ALL in first relapse or must have failed primary induction
             chemotherapy (ie, never attained a complete remission following an initial course of
             standard therapy for T-ALL). T-LL patients are not eligible for the cohort expansion
             phase.

          -  Patients with T-cell ALL must have greater than 25% blasts in the bone marrow with or
             without extramedullary disease.

          -  Patients with T-cell LL must have recurrent disease, documented by clinical or
             radiographic criteria, as well as histologic verification of the malignancy at
             original diagnosis. Patients with T-cell LL enrolled in the phase I dose-escalation
             study are not required to have measurable disease; however, patients enrolled in the
             phase II cohort expansion at the MTD must have measurable disease.

          -  Patients may have CNS 1 or CNS 2 disease but not CNS 3.

          -  ECOG 0-2 or Karnofsky ≥ 50% for patients > 16 years of age; Lansky ≥ 50% for patients
             ≤16 years of age.

          -  Patients may be enrolled on study regardless of the timing of prior Intrathecal
             therapy; however, they MAY NOT BEGIN TREATMENT ON THIS PROTOCOL UNTIL A MINIMUM OF 7
             DAYS HAS ELAPSED SINCE PRIOR INTRATHECAL THERAPY.

          -  At least 6 weeks must have elapsed since administration of nitrosureas.

          -  At least 12 weeks must have elapsed since administration of craniospinal or hemipelvic
             radiation.

          -  Female patients of childbearing potential must have a negative urine or serum
             pregnancy test confirmed within 2 weeks prior to enrollment.

          -  Female patients with infants must agree not to breastfeed their infants while on this
             study.

          -  Male and female patients of child-bearing potential must agree to use an effective
             method of contraception approved by the investigator during the study and for a
             minimum of 6 months after study treatment.

          -  Adequate renal function defined as serum creatinine ≤ 1.5x upper limit of normal (ULN)
             for age. If the serum creatinine is above these values, the calculated creatinine
             clearance or radioisotope GFR must be ≥ 70 mL/min/1.73m2.

          -  Total bilirubin ≤ 1.5x ULN for age. If the total bilirubin is elevated, patient will
             still be eligible if the conjugated (direct) serum bilirubin ≤ ULN for age.

          -  ALT ≤ 5x ULN of normal for age.

          -  Adequate cardiac function defined as shortening fraction of ≥ 27% by echocardiogram or
             ejection fraction ≥ 45% by gated radionuclide study.

          -  No evidence of dyspnea at rest

          -  No exercise intolerance

          -  A pulse oximetry ≥ 94% at sea level (≥ 90% at altitude ≥ 5000 feet) if there is
             clinical indication for determination.

          -  Patients and/or their parents or legal guardians must be capable of understanding the
             investigational nature, potential risks and benefits of the study. All patients and/or
             their parents or legal guardians must sign a written informed consent.

        Exclusion Criteria:

          -  Patients with Down syndrome are excluded.

          -  Patients with pre-existing Grade 2 (or greater) peripheral motor or sensory
             neurotoxicity per the CTCAE 3.0 as determined by the treating physician or a
             neurologist.

          -  Patients with a history of prior veno-occlusive disease (VOD) or findings consistent
             with a diagnosis of VOD, defined as: conjugated serum bilirubin >1.4 mg/dL AND
             unexplained weight gain greater than 10% of baseline weight or ascites AND
             hepatomegaly or right upper quadrant pain without another explanation, OR reversal of
             portal vein flow on ultrasound, OR pathological confirmation of VOD on liver biopsy.

          -  Previous hematopoetic stem cell transplantation.

          -  Patients with a prior seizure disorder requiring anti-convulsant therapy are not
             eligible to receive nelarabine. For the purposes of this study, this includes any
             patient that has received anticonvulsant therapy to prevent/treat seizures in the
             prior two years.

          -  Positive blood culture within 48 hours of study enrollment.

          -  Fever above 38.2 within 48 hours of study enrollment with clinical signs of infection.

          -  Plan to administer non-protocol chemotherapy, radiation therapy, or immunotherapy
             during the study period.

          -  Any significant concurrent disease, illness, psychiatric disorder or social issue that
             would compromise patient safety or compliance, interfere with consent, study
             participation, follow up, or interpretation of study results.
      "
NCT00982423,completed,,1,phase 1/phase 2,"['heart failure', 'kidney dysfunction']","[""['I50.814', 'I09.81', 'I50.82', 'I50.89', 'I50.9', 'T86.22', 'I11.0']"", ""['N26.2', 'Q63.0', 'Q63.2', 'Z52.4', 'I75.81', 'N19', 'N20.0']""]",['furosemide'],['NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O'],"
        Inclusion Criteria for Subjects with Compensated CHF without Renal Dysfunction:

          -  Left ventricular ejection fraction of equal or less than 40% assessed by
             echocardiography, nuclear scan, MRI, or left ventriculogram within the past 36 months.

          -  Stable New York Heart Association (NYHA) class II and III symptoms as defined by: a)
             no change in NYHA symptoms over the past 3 months; b) on stable doses of ACE inhibitor
             or beta blocker or digoxin or furosemide or angiotensin II receptor, type 1 (AT1)
             blocker over the past 3 months; c) no episode of decompensated CHF over the past 6
             months.

          -  Calculated creatinine clearance of equal or less than 80 ml/min, using the
             Cockcroft-Gault formula assessed within the past 36 months and a confirmatory
             calculated creatinine clearance equal or less than 80 ml/min at the time of
             enrollment.

        Inclusion Criteria for Subjects with Compensated CHF with Renal Dysfunction:

          -  Left ventricular ejection fraction of equal or less than 40% assessed by
             echocardiography, nuclear scan or left ventriculogram within the past 36 months.

          -  Stable New York Heart Association (NYHA) class II and III symptoms as defined by: a)
             no change in NYHA symptoms over the past 3 months; b) on stable doses of ACE inhibitor
             or beta blocker or digoxin or furosemide or AT1 blocker over the past 3 months; c) no
             episode of decompensated CHF over the past 6 months.

          -  Calculated creatinine clearance of equal or less than 60 ml/min and greater than 20
             ml/min, using the Cockcroft-Gault formula assessed within the past 36 months and a
             confirmatory calculated creatinine clearance equal or less than 60 ml/min and greater
             than 20 ml/min at the time of enrollment.

        Exclusion Criteria for both groups:

          -  Prior diagnosis of intrinsic renal diseases including renal artery stenosis of > 50%

          -  Peritoneal or hemodialysis within 90 days or anticipation that dialysis or
             ultrafiltration of any form will be required during the study period

          -  Patients who are taking aldosterone antagonist

          -  Hospitalization for decompensated CHF during the past 6 months

          -  Subjects on other diuretics besides furosemide

          -  Myocardial infarction within 6 months of screening

          -  Unstable angina within 6 months of screening or any evidence of myocardial ischemia

          -  Significant valvular stenosis, hypertrophic, restrictive or obstructive
             cardiomyopathy, constrictive pericarditis, primary pulmonary hypertension, or biopsy
             proven active myocarditis

          -  Severe congenital heart diseases

          -  Sustained ventricular tachycardia or ventricular fibrillation within 14 days of
             screening

          -  Second or third degree heart block without a permanent cardiac pacemaker

          -  Stroke within 3 months of screening or other evidence of significantly compromised
             central nervous system (CNS) perfusion

          -  Alanine Aminotransferase (ALT) result >1.5 times the upper limit of normal

          -  Serum sodium of < 125 milliequivalent (mEq)/dL or > 150 mEq/dL

          -  Serum potassium of < 3.5 mEq/dL or > 5.5 mEq/dL

          -  Serum digoxin level of > 2.0 ng/ml

          -  Hemoglobin < 10 gm/dl

          -  Other acute or chronic medical conditions or laboratory abnormality which may increase
             the risks associated with study participation or may interfere with interpretation of
             the data

          -  Received an investigational drug within 1 month prior to dosing

          -  Patients with an allergy to iodine.

          -  Female subject who is pregnant or breastfeeding

          -  In the opinion of the investigator is unlikely to comply with the study protocol or is
             unsuitable for any reason.
      "
NCT00983528,terminated,"
    support withdrawn due to slow accrual
  ",0,phase 1/phase 2,['acute lymphoblastic leukemia'],"[""['C91.01', 'C91.02', 'C91.00']""]",['clofarabine'],['[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C'],"
        Inclusion Criteria:

          1. Provide signed written informed consent. If a patient is under the 18 years of age the
             parent or the guardian will also need to provide written informed consent.

          2. Diagnosis of ALL (B or T lineage) who have received therapy with at least 1 but not
             more than 3 prior different induction regimens and have been deemed to have relapse or
             refractory disease. The phase II component of the study enrollment will be limited to
             2 different prior induction regimens if patients are older than 30 years.

          3. ALL lymphoblasts with CD52 expression on at least 10% on lymphoblasts.

          4. Age >= 16 years of age.

          5. ECOG PS 0-2.

          6. Have adequate renal and hepatic functions.

          7. Subject or their patient or guardian is capable of understanding the investigational
             nature, potential risks and benefits of the study, and able to provide valid informed
             consent.

          8. Female patients of childbearing potential must have a negative serum pregnancy test
             within 2 weeks prior to enrollment.

          9. Male and female patients must use an effective contraceptive method during the study
             and for a minimum of 6 months after study treatment. Subjects 16 and 17 years old must
             also adhere to effective contraception methods or abstinence during the study and for
             a minimum of 6 months after study and the nature of contraception or abstinence must
             be documented.

         10. CMV PCR negative prior to enrollment

        Exclusion Criteria:

          1. Current concomitant chemotherapy, radiation therapy, or immunotherapy other than as
             specified in the protocol.

          2. Use of investigational agents within 30 days or any anticancer therapy within 2 weeks
             before study entry with the exception of hydroxyurea, CNS treatment or prophylaxis, or
             tyrosine kinase inhibitors for individuals with Philadelphia chromosome positive ALL.
             The patient must have recovered from all acute toxicities from any previous therapy.

          3. Lack of bone marrow or blood involvement by leukemia such as a documented CNS or
             testicular only relapse.

          4. Have any other severe concurrent disease, or have a history of serious organ
             dysfunction or disease involving the heart, kidney, liver, or other organ system that
             may place the patient at undue risk to undergo treatment.

          5. Patients with any known or suspected Hepatitis B, C and HIV infections.

          6. Patients with a systemic fungal, bacterial, viral, or other infection not controlled
             (defined as exhibiting ongoing signs/symptoms related to the infection and without
             improvement, despite appropriate antibiotics or other treatment).

          7. Pregnant or lactating patients.

          8. Any significant concurrent disease, illness, or psychiatric disorder that would
             compromise patient safety or compliance, interfere with consent, study participation,
             follow up, or interpretation of study results.
      "
NCT00984438,withdrawn,"
    no accrual
  ",0,phase 1/phase 2,['glioblastoma multiforme'],"[""['L51.0', 'L51.8', 'L51.9']""]","['bcnu wafer', 'irinotecan', 'bevacizumab']","['ClCCNC(=O)N(CCCl)N=O', 'CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O', '[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C']","
        Inclusion Criteria:

          -  Histopathologically proven diagnosis of GBM in the past with MRI findings compatible
             with disease recurrence. Multifocal disease is permitted.

          -  Must have had prior treatment with standard doses of Temodar

          -  KPS >50; ECOG <3

          -  Predicted life expectancy of > 3 months

          -  Study entry must be within 5 weeks of surgical resection

        Exclusion Criteria:

          -  Prior exposure to VEGF inhibitors or Irinotecan

          -  Intracranial bleed as defined by CT or MRI less than 6 months prior to entry

          -  GI bleed less than 6 months prior to entry

          -  Uncontrolled concurrent illness that would limit compliance with study requirements
      "
NCT00985543,completed,,1,phase 1,['acquired immunodeficiency syndrome'],"[""['D84.9', 'D81.9', 'D83.9', 'D84.821', 'B20', 'D82.2', 'D84.822']""]",['lopinavir/ritonavir'],['N[C@@H](CC(N)=O)C(O)=O'],"
        Inclusion Criteria:

          -  Subjects must meet all of the following inclusion criteria within 28 days prior to the
             baseline visit:

               1. The ability to understand and sign a written informed consent form, prior to
                  participation in any screening procedures and must be willing to comply with all
                  study requirements

               2. Male or non-pregnant, non-lactating females

               3. Between 18 to 65 years, inclusive

               4. Body Mass Index (BMI) of 18 to 35 kg/m2, inclusive.

               5. Women of childbearing potential (WOCBP) must be using an adequate method of
                  contraception to avoid pregnancy throughout the study and for a period of at
                  least 1 month after the study

        Exclusion Criteria:

          1. Any significant acute or chronic medical illness

          2. Evidence of organ dysfunction or any clinically significant deviation from normal in
             physical examination, vital signs, ECG or clinical laboratory determinations

          3. Positive blood screen for hepatitis B core and/or C antibodies and/or hepatitis B
             surface antigen

          4. Positive blood screen for HIV-1 and/or 2 antibodies

          5. Current or recent (within 3 months) gastrointestinal disease

          6. Clinically relevant alcohol or drug use (positive urine drug screen) or history of
             alcohol or drug use considered by the Investigator to be sufficient to hinder
             compliance with treatment, follow-up procedures or evaluation of adverse events.
             Smoking is permitted, but tobacco intake should remain consistent throughout the study

          7. Exposure to any investigational drug or placebo within 3 months of first dose of study
             drug

          8. Consumption of grapefruit, or Seville oranges or any grapefruit or Seville orange
             containing product within one week of first dose of study drug and for the duration of
             the study

          9. Use of any other drugs, including over-the-counter medications and herbal
             preparations, within two weeks prior to first dose of study drug, unless
             approved/prescribed by the Principal Investigator as known not to interact with study
             drugs.

         10. Females of childbearing potential without the use of effective non-hormonal birth
             control methods, or not willing to continue practising these birth control methods for
             at least 30 days after the end of the treatment period

         11. Previous allergy to any of the constituents of the pharmaceuticals administered in
             this trial
      "
