nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT00606138,completed,,1,phase 1/phase 2,['proliferative diabetic retinopathy'],"[""['H35.23', 'H35.20', 'H35.21', 'H35.22', 'E10.3553', 'E11.3553', 'E13.3553']""]",['ranibizumab'],['CN\\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O'],"
        Inclusion Criteria:

          -  Ability to provide written informed consent and comply with study assessments for the
             full duration of the study

          -  Age 18 years or older

        Patient related considerations:

          -  Patients with Diabetes Mellitus (Type I or II) are eligible. HgA1c will be evaluated
             at the beginning of the study, but this value will have no significance in inclusion
             or exclusion.

          -  Patients will not be pregnant at enrollment and must provide evidence of the use of
             two types of birth control while enrolled in the study.

          -  Patients will have no known sensitivity to ranibizumab or other anti-VEGF injections.

        Disease related considerations:

          -  Patients will have diabetic neovascularization as seen on fluorescein angiography that
             was previously treated with full (at least 1200 laser burns) panretinal
             photocoagulation and that has persisted at least three months.

          -  There will be no evidence of ocular inflammation at enrollment.

          -  There is no restriction on patient's current medications or concomitant illnesses as
             long as there is no interference with patient follow-up.

        Other considerations:

          -  Patients may not be enrolled in another clinical study or observational trial.

          -  There is no limitation on patient's institutional status as long as the patient is
             able to participate in follow-up.

        Exclusion Criteria:

          -  Pregnancy (positive pregnancy test)

          -  Uncontrolled glaucoma on three medicines or more to control intraocular pressure

          -  Prior enrollment in the study

          -  Any other condition that the investigator believes would pose a significant hazard to
             the subject if the investigational therapy were initiated

          -  Participation in another simultaneous medical investigation or trial
      "
NCT00505843,completed,,0,phase 1,"[""parkinson's disease""]","[""['G20']""]","['mk0657', 'comparator: placebo (unspecified)', 'comparator: levodopa', 'comparator: carbidopa']","['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O', 'C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O']","
        Inclusion Criteria:

          -  Parkinson's Disease patients between the ages of 40 and 80 inclusive

          -  Patient is in general good health based on screening assessments

          -  Patient is willing to discontinue anti-parkinson's medications at least 8 hours prior
             to dosing

          -  Patient is levodopa responsive with levodopa-induced peak-dose dyskinesias

          -  Patient taking selective serotonin inhibitors (SSRIs), sleep medications and
             neuroleptics, have been on a stable dose for at least 30 days and has not experienced
             any CNS-related side effects

          -  Patient is not a heavy smoker or drinker

        Exclusion Criteria:

          -  Patient has atypical Parkinson's syndrome due to drugs, identified metabolic and/or
             neurologic disorders, encephalitis, or other degenerative syndrome

          -  Patient has known intolerance or hypersensitivity to levodopa or carbidopa

          -  Patient has been on anticholinergics or memantine within 30 days prior to dosing

          -  Patients have a history of the following: seizure disorder, stroke or head trauma,
             pronounced cognitive impairment, psychiatric disorder, cardiovascular disease, cancer,
             diabetes as defined by HbA1c of greater than 8%

          -  Patient has a systolic BP or less than 80 mm Hg or greater than 150 mm Hg
      "
NCT00496223,terminated,"
    toxicities required dose reduction compromising effectiveness and pi left moffitt
  ",0,phase 1/phase 2,['melanoma'],"[""['C43.0', 'C43.31', 'D03.9', 'C43.51', 'C43.9', 'D03.0', 'C43.4']""]","['sunitinib', 'dacarbazine']","['CNC(=O)C1=C(SC2=CC=C3C(NN=C3\\C=C\\C3=CC=CC=N3)=C2)C=CC=C1', 'N1C=CN=C1']","
        Inclusion Criteria:

          -  Histologically or cytologically documented Stage IV or unresectable Stage III melanoma

          -  Resolution of all acute toxic effects of prior radiotherapy or surgical procedures to
             NCI CTCAE Version 3.0 grade less than or equal to 1

          -  Adequate organ function as defined by the following criteria:

               1. Serum aspartate transaminase (AST; serum glutamic oxaloacetic transaminase
                  [SGOT]) and serum alanine transaminase (ALT; serum glutamic pyruvic transaminase
                  [SGPT]) less than or equal to 2.5 x local laboratory upper limit of normal (ULN),
                  or AST and ALT less than or equal to 5 x ULN if liver function abnormalities are
                  due to underlying malignancy

               2. Total serum bilirubin less than or equal to 1.5 x ULN

               3. Absolute neutrophil count (ANC) greater than or equal to 1500/mcL

               4. Platelets greater than or equal to 100,000/mcL

               5. Hemoglobin greater than or equal to 9.0 g/dL

               6. Serum calcium less than or equal to 12.0 mg/dL

               7. Serum creatinine less than or equal to 1.5 x ULN

          -  Patients with CNS metastasis must have had either:

               1. Resected CNS metastasis without evidence of recurrence for >12 weeks

               2. Brain metastasis treated by stereotactic radiosurgery without evidence of
                  recurrence or progression for 12 weeks

               3. Multiple brain lesions treated with WBRT with stable disease off corticosteroids
                  for at least 12 weeks prior to start of therapy

               4. Without any evidence of leptomeningeal disease

               5. Patients must be neurologically intact

          -  May have previous adjuvant therapy with interferon, vaccines or therapy with IL-2 or
             GM-CSF

          -  Measurable disease by RECIST criteria

          -  In the phase I part of the trial patients with evaluable but not measurable disease
             may be allowed with the permission of the PI

          -  ECOG PS 0-2

        Exclusion Criteria:

          -  Major surgery or radiation therapy within 4 weeks of starting the study treatment.

          -  NCI CTCAE grade 3 hemorrhage within 4 weeks of starting the study treatment.

          -  History of or known carcinomatous meningitis, or evidence of symptomatic
             leptomeningeal disease on screening CT or MRI scan.

          -  Any of the following within the 6 months prior to study drug administration:
             myocardial infarction, severe/unstable angina, coronary/peripheral artery bypass
             graft, symptomatic congestive heart failure, cerebrovascular accident or transient
             ischemic attack, or pulmonary embolism.

          -  Ongoing cardiac dysrhythmias of NCI CTCAE grade greater than or equal to 2.

          -  QTc >470 msec on baseline EKG.

          -  History of active CHF or LVEF<50% at screening echocardiogram.

          -  Hypertension that cannot be controlled by medications (>150/100 mm Hg despite optimal
             medical therapy).

          -  Pre-existing thyroid abnormality with thyroid function that cannot be maintained in
             the normal range with medication.

          -  Known human immunodeficiency virus (HIV) or acquired immunodeficiency syndrome
             (AIDS)-related illness or other active infection.

          -  Concurrent treatment on another clinical trial. Supportive care trials or
             non-treatment trials, e.g. QOL, are allowed.

          -  Ongoing treatment with therapeutic doses of Coumadin (low dose Coumadin up to 2 mg po
             daily for thromboembolism prophylaxis is allowed).

          -  Pregnancy or breastfeeding. Female subjects must be surgically sterile or be
             postmenopausal, or must agree to use effective contraception during the period of
             therapy. All female subjects with reproductive potential must have a negative
             pregnancy test (serum or urine) prior to enrollment. Male subjects must be surgically
             sterile or must agree to use effective contraception during the period of therapy. The
             definition of effective contraception will be based on the judgment of the principal
             investigator or a designated associate.

          -  Other severe acute or chronic medical or psychiatric condition or laboratory
             abnormality that may increase the risk associated with study participation or study
             drug administration, or may interfere with the interpretation of study results, and in
             the judgment of the investigator would make the subject inappropriate for entry into
             this study.

          -  Patients may not have had previous treatment with a DTIC or temozolomide based
             chemotherapy regimen. In the Phase II part of the trial patients may not have had
             treatment with any chemotherapy regimen.
      "
NCT00431054,completed,,1,phase 1,['ovarian cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['perifosine', 'docetaxel']","['CCCCCCCCCCCCCCCCCCOP([O-])(=O)OC1CC[N+](C)(C)CC1', '[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1']","
        Inclusion Criteria:

          1. Patient has histologically or cytologically confirmed diagnosis of epithelial cancer
             of the ovary, fallopian tube cancer or gynecologic primary peritoneal cancer. All
             patients must be platinum resistant or refractory that is defined as tumor progression
             during platinum-based treatment or less than 6 months of treatment-free interval.

          2. All patients have to have tumor that is accessible to biopsy. In addition, patients
             have to have another tumor that a) will not be biopsied; and for the purpose of
             DCE-MRI and PET studies, b) is at least 2cm in size per radiologic measurement.

          3. Patient is at least 18 years of age.

          4. Patient has an ECOG performance status of 0-2.

          5. Patient is willing to comply with study procedures to have biopsies of tumor and blood
             collection for molecular marker and biological marker studies; and two PET scans and
             two dynamic MRIs for imaging studies and follow-up examinations for toxicity profile.

          6. Patients must be informed of the investigational nature of this study and give written
             IRB-approved informed consent according to institutional guidelines.

          7. If patient is of child-bearing potential, she has agreed to practice an effective
             method of birth control during the study and 6 months after the last study dose.

          8. Patient has adequate liver and renal function: serum bilirubin =/<2.0 mg/dL; ALT=/<3x
             uln. If the patient has hepatic metastasis, ALT =/<5x uln. Serum creatinine =/<2.0
             mg/dL or a calculated creatinine clearance of at least 50 ml/min.

          9. Patient has adequate bone marrow reserve. ANC=/>1,500/mm^3, Platelet count
             =/>100,000/mm^3, and Hemoglobin =/>9.0g/dL without bone marrow support.

        Exclusion Criteria:

          1. Any concurrent chemotherapy.

          2. Underlying medical condition that might be aggravated by treatment or that cannot be
             controlled, i.e. active uncontrolled infection and cardiac dysfunction.

          3. Medical and psychiatric problems of sufficient severity to limit full compliance with
             the study or expose patients to undue risk.

          4. Known hypersensitivity to study drugs or its analogs.

          5. Failure to recover from any prior surgery within 4 weeks of study entry.

          6. Pregnant or lactating.

          7. On combination anti-retroviral therapy for HIV because of possible pharmacokinetic
             interaction with perifosine. Every effort will be made to avoid known inhibitors or
             inducers of P450 enzymes for potential drug-drug interaction.

          8. Any treatment specific for tumor control within 3 weeks of study drugs (within 6 wks.
             for nitrosoureas or mitomycin C) or failure to recover from the toxic effect of any of
             these therapies prior to study entry.

          9. Any signs of intestinal obstruction interfering with nutrition. Patient cannot
             tolerate oral intake for any reason.

         10. A known history of CNS metastasis unless the patient has had treatment with surgery or
             radiation therapy, is neurologically stable, and does not require oral or intravenous
             corticosteroids or anticonvulsants.

         11. Any investigational drug within 30 days of first day of dosing.

         12. History of high-dose chemotherapy for ovarian cancer, defined as the intensity and/or
             the density of a chemotherapeutic agent beyond standard of care for ovarian cancer
             treatment. i.e. Treatment with carboplatin at AUC 11 is considered as high-dose
             chemotherapy.
      "
NCT01139346,completed,,1,phase 1,['advanced solid tumors'],"[""['K74.02', 'G47.22', 'H35.3133', 'H35.3134', 'H35.3113', 'H35.3114', 'H35.3123']""]",['darinaparsin'],['C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O'],"
        Inclusion Criteria:

          -  Subjects with histological or cytological confirmation of advanced cancer (solid
             tumor) that is refractory to standard therapies for their condition;

          -  Men and women of ≥18 years of age;

          -  ECOG performance score ≤2

          -  Eligible subjects with solid tumors MUST have at least one measurable lesion as
             defined by RECIST 1.1 guidelines. If the measurable disease is restricted to a
             solitary lesion, its neoplastic nature should be confirmed by cytology/histology.
             Measurable lesions MUST NOT have been in a previously irradiated field or injected
             with biological agents;

          -  Life expectancy ≥12 weeks;

          -  Adequate bone marrow, liver and renal function as assessed by the following laboratory
             requirements, to be conducted <2 weeks prior to Baseline:

               -  Creatinine ≤1.5 × upper limit of normal (ULN) OR a calculated creatinine
                  clearance ≥50 cc/min

               -  Total bilirubin ≤2 × ULN

               -  Alanine transaminase (ALT) and aspartate transaminase (AST)≤3 × ULN

               -  Granulocytes in peripheral blood ≥1 × 109/L, hemoglobin ≥10 g/dL, and platelets
                  ≥50,000 /µL

          -  Adequate vascular access for repeated blood sampling;

          -  Men and women of childbearing potential must agree to use effective contraception from
             Screening through the duration of Study participation;

          -  Written informed consent in compliance with ZIOPHARM policies and the Human
             Investigation Review Committee (IEC/IRB) having jurisdiction over the site.

        Exclusion Criteria:

          -  Arsenic allergy.

          -  New York Heart Association (NYHA) functional class ≥3 myocardial infarction (see
             Appendix 3) within 6 months.

          -  Uncontrolled cardiac arrhythmia other than asymptomatic atrial fibrillation; a QTc
             ≥450 msec; or a ≥Grade 2 atrioventricular (AV) block or left bundle branch block
             (LBBB); or documented history of prolonged QTc.

          -  Pregnant and/or lactating women.

          -  Uncontrolled systemic infection (documented with microbiological studies).

          -  Metastatic brain or meningeal tumors.

          -  Patients with seizure disorder requiring medication (such as anti-epileptics)

          -  History of confusion or dementia or neurological condition that could mask a potential
             adverse response to the Study Drug, which may include transient ischemic attack,
             Parkinson's disease, thrombotic or hemorrhagic stroke, Alzheimer's, and other
             neurological disorders.

          -  Anticancer chemotherapy or immunotherapy during the study or within four weeks of
             Study entry (mitomycin C or nitrosureas should not be given within 6 weeks of Study
             entry)

          -  Radiotherapy during study or within 3 weeks of Study entry.

          -  Major surgery within 4 weeks of start of Study Drug dosing.

          -  Other Investigational drug therapy during this trial within four weeks prior to Study
             entry.

          -  History of invasive second primary malignancy diagnosed within the previous 3 years
             except for Stage I endometrial/cervical carcinoma or prostate carcinoma treated
             surgically, and non-melanoma skin cancer.

          -  Substance abuse, medical, psychological, or social conditions that may interfere with
             the patient's participation in the study or evaluation of Study results.

          -  Any condition that is unstable or could jeopardize the safety of the patient and
             his/her compliance in the Study.
      "
NCT00506922,completed,,1,phase 1/phase 2,"['leukemia', 'lymphoma']","[""['C95.91', 'C95.92', 'Z80.6', 'Z85.6', 'C90.11', 'C90.12', 'C91.01']"", ""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']""]","['pentostatin', 'tacrolimus', 'methotrexate']","['OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O', 'COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O', 'CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O']","
        Inclusion Criteria:

          1. Patients receiving allogeneic hematopoietic transplants from an unrelated donor or one
             antigen mismatched related donors.

          2. Patients with AML, ALL, Hodgkin's disease, MDS (including CMML), CML in late chronic
             or accelerated phase or in blast crisis, and lymphoma in first or later relapses.

          3. Patients must have bilirubin < 1.5 mg/dL, DLCO > 50% predicted, LVEF > 45% and
             performance status 0 or 1.

          4. Candidates must have a creatinine level < 1.5 mg/dL or a calculated creatinine
             clearance > 60 ml/min.

        Exclusion Criteria:

          1. HIV seropositivity

          2. Uncontrolled infection

          3. Pregnancy

          4. Candidates should not have received chemotherapy other than hydroxyurea or Gleevec for
             at least 3 weeks prior to treatment. Maintenance therapy with oral chemotherapy is
             acceptable. Treatment day is defined as transplant day +8, which is the date of first
             dose of pentostatin.

          5. Diagnosis of myelofibrosis.
      "
NCT00506064,terminated,"
    terminated due to low accrual.
  ",0,phase 1,['breast cancer'],"[""['C79.81', 'D24.1', 'D24.2', 'D24.9', 'D49.3', 'C44.501', 'D48.60']""]","['melatonin', 'placebo']","['COC1=CC2=C(NC=C2CCNC(C)=O)C=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","
        Inclusion Criteria:

          1. Breast cancer patients having a unilateral segmental mastectomy, with or without
             intraoperative lymph node mapping, sentinel node biopsy, and axillary node dissection

          2. Ages >= 40 years

          3. American Society of Anesthesiology (ASA) physical status classification of
             preoperative functioning) 1-4 levels are acceptable

          4. Willing and able to give written informed consent

          5. Willing and able to complete questionnaires

          6. Not currently taking benzodiazepine medication for insomnia.

        Exclusion Criteria:

          1. Autoimmune diseases: rheumatoid arthritis, systemic lupus, or other collagen vascular
             disease

          2. Alcoholics

          3. Seizure disorder

          4. Thyroid disease

          5. Pregnant or lactating patients (effects not known in pregnancy)

          6. Renal/hepatic failure (if ood urea nitrogen (BUN) or creatinine (Cr) >2.5* Upper limit
             of normal (ULN); Bili or aspartate aminotransferase (AST) or alanine aminotransferase
             (ALT)>2.5* ULN)

          7. Dementia/poor compliance

          8. Manic/psychotic patients

          9. Children/adults under 40 yrs

         10. Movement disorders (ex. restless leg syndrome)

         11. Tremor disorder (ex. parkinsonism)

         12. Chronic benzodiazepine use for sleep (>4 times per week )

         13. Designated preop medications including melatonin for sleep
      "
NCT01094704,completed,,1,phase 1,['cystic fibrosis'],"[""['E84.9', 'Z14.1', 'E84.0', 'E84.11', 'E84.8', 'E84.19', 'P09.4']""]",['sodium chloride (7%)'],['[Na+].[Cl-]'],"
        Inclusion Criteria:

          -  Gender: Male or female (non-pregnant, non-lactating)

          -  Cystic fibrosis documented by a compatible clinical and radiographic presentation, and
             sweat chloride > 60 mEq/l or 2 disease causing CFTR mutations.

          -  Severity of Disease:

               1. Must have FEV1 of greater than or equal to 50% of predicted at the screening
                  visit.

               2. Must have an oxygen saturation of >92% on room air as determined by pulse
                  oximetry at the screening visit.

          -  Patient or legally authorized representative agrees to the patient/individual's
             participation in the study by signing and dating the informed consent form after the
             nature of the study has been fully explained and all questions have been
             satisfactorily answered.

        Exclusion Criteria:

          -  Unstable lung disease: As defined by a change in medical regimen during the preceding
             2 weeks; an FEV1 >15% below recent (within 6 months) clinical measurements; or a
             significant new finding on chest radiograph (pneumothorax, lobar/segmental collapse)
             not considered a part of the usual, chronic progression of CF lung disease.

          -  Patients unable or unwilling to be withdrawn from hypertonic saline therapy, dornase
             alfa, or N-acetylcysteine 3 days prior to and for the duration of each Baseline and
             Treatment Period will be excluded.

          -  Patients unable to withhold use of long-acting bronchodilators (i.e., Salmeterol,
             Advair, Formoterol), anti-cholinergics, and vest therapy 12 hours prior to and for the
             duration of each treatment period.

          -  Patients unable to withhold short-acting bronchodilator 6 hours prior to and for the
             duration of each treatment period except as prescribed by the study protocol.

          -  Patients that have received an investigational drug or therapy during the preceding 30
             days.

          -  Patients that have had radiation exposure within the past year that would cause them
             to exceed Federal Regulations by participating in this study.
      "
NCT00301067,completed,,1,phase 1/phase 2,['metastatic melanoma'],"[""['C43.0', 'C43.31', 'D03.9', 'C43.51', 'C43.9', 'D03.0', 'C43.4']""]",['temozolomide'],['CSCC[C@H](N)C(O)=O'],"
        Inclusion Criteria:

          -  Histologically confirmed malignant melanoma

               -  Any primary tumor site

          -  Stage IV disease

               -  CNS metastases allowed

          -  Measurable disease, defined as at least 1 lesion that can be accurately measured in at
             least 1 dimension as ≥ 20 mm by conventional techniques OR ≥ 10 mm by spiral CT scan

          -  Must have had at least 1 prior systemic therapy

          -  Negative pregnancy test

          -  Fertile patients must use effective contraception

               -  Patients with no prior systemic therapy are eligible provided they are not
                  candidates for high-dose interleukin-2

          -  Recovered from all toxic effects of prior therapy

          -  More than 4 weeks since prior and no concurrent radiotherapy, chemotherapy, or
             immunotherapy

          -  More than 4 weeks since prior and no concurrent radiotherapy, chemotherapy, or
             immunotherapy

          -  Fertile patients must use effective contraception

        Exclusion Criteria:

          -  Life expectancy less than 4 months

          -  known HIV positivity

          -  evidence of active infection requiring antibiotic therapy

          -  other malignancy within the past 5 years except surgically resected basal cell or
             squamous cell skin cancer

          -  significant medical disease which, in the opinion of the investigator, may interfere
             with study completion

          -  pregnant or nursing

          -  Negative pregnancy test

          -  prior temozolomide or dacarbazine

          -  investigational agent within 4 weeks prior to study entry

          -  concurrent magnesium-containing antacids, digitalis, bile-resin binding drugs, or
             calcium supplements
      "
NCT01134549,completed,,1,phase 1,"['hyperparathyroidism, secondary']","[""['E21.1', 'N25.81']""]","['etelcalcetide', 'placebo']","['C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","
        Inclusion Criteria:

          -  Male between 18 and 45 years of age who have provided written informed consent

          -  Subject is judged to be in good health based on medical history, physical examination,
             and routine laboratory tests

        Exclusion Criteria:

          -  History or presence of any significant acute or chronic illness (e.g., cardiovascular,
             pulmonary, hepatic, renal, hematologic, gastrointestinal, endocrine, immunologic,
             dermatologic, or neurologic disease) according to the investigator

          -  History of any ongoing medical condition requiring treatment with prescription
             medication

          -  History of asthma, severe allergies including skin reactions or prior anaphylactic
             type reactions

          -  Clinically significant abnormalities on screening clinical examination or laboratory
             safety tests

          -  History of drug or alcohol abuse
      "
NCT00886457,terminated,"
    low accrual
  ",0,phase 1,['cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]",['decitabine and pegylated interferon-alfa 2b'],['NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1'],"
        Inclusion Criteria:

          1. Patient must have a biopsy proven cancer, which is metastatic or unresectable, for
             which (in the opinion of the investigator), no curative or more effective treatment
             exists.

          2. Patient must have biopsy accessible tumor and must indicate willingness to undergo
             biopsies of tumor and normal skin on days 1, 15 and 29.

          3. Patient must have measurable disease by RECIST criteria by scans performed within 28
             days of study enrollment.

          4. Patient may not have untreated brain metastasis. Patients with previously treated
             brain metastasis must no longer be receiving steroid therapy for the treatment of
             their brain metastasis.

          5. Patient must have a Zubrod performance status of 0 - 2.

          6. Prior surgery, radiotherapy or chemotherapy is allowed. The patient must not have
             received chemotherapy, radiotherapy, surgery, biologic therapy or any other
             investigational drug for any reason within 28 days prior to registration. Concomitant
             treatment with other anti-cancer agents or radiotherapy, including investigational
             agents during the course of study treatment is not allowed.

          7. Patients with extensive pelvic irradiation or prolonged nucleoside analogue
             pretreatment are excluded due to increased risk for hematologic toxicity.

          8. Patient must have adequate liver function as defined by a serum bilirubin ≤ 1.5 x the
             institutional upper limit of normal (IULN), SGOT or SGPT ≤ 2.5 x the institutional
             upper limit of normal (or ≤ 5 x the institutional upper limit of normal if hepatic
             metastases is present) obtained within 14 days prior to registration.

          9. Patient must have an adequate renal function as defined by a serum creatinine ≤ 1.5 x
             the institutional upper limit of normal, as well as a calculated or measured
             creatinine clearance (CrCl) ≥ 50 ml/min.

         10. Patient must have an ANC > 1,500/μl, platelet count > 100,000/μl and hemoglobin > 9
             gm/dl (this may be achieved by transfusion if needed) obtained within 14 days prior to
             registration.

         11. All patients must be informed of the investigational nature of this study and must
             provide written acknowledgment of informed consent in accordance with institutional
             and federal guidelines.

         12. Both men and women of all races and ethnic groups are eligible for this trial.

         13. Patients must be ≥ 18 years of age.

        Exclusion Criteria:

          1. Class 3/4 cardiac problems as defined by the New York Heart Association Criteria
             (e.g., congestive heart failure, myocardial infarction within 2 months of study).

          2. Severe and/or uncontrolled concurrent medical disease (e.g., uncontrolled diabetes,
             uncontrolled chronic renal or liver disease, or active uncontrolled infection, e.g.,
             HIV).

          3. Patient must not be pregnant or nursing mothers because PEG-Intron or decitabine may
             be harmful to the developing fetus and newborn. Women/men of reproductive potential
             must agree to use an effective contraceptive method. Women of reproductive potential
             must have a negative serum pregnancy test within 7 days prior to registration.
             Postmenopausal women must be amenorrheic for at least 12 months to be considered of
             non-childbearing potential. Male and female patients of reproductive potential must
             agree to employ an effective barrier method of birth control throughout the study and
             for up to 3 months following discontinuation of study drug.

          4. Medical or psychological conditions that, in the opinion of the investigator, make the
             patient unable to tolerate or complete the treatment, or to grant reliable informed
             consent are not eligible for this study.

          5. No other prior malignancy is allowed except for the following: adequately treated
             basal cell or squamous cell skin cancer, in situ cervical cancer, adequately treated
             Stage I, II, or III cancer from which the patient is currently in complete remission,
             or any other cancer from which the patient has been disease-free for 5 years.
      "
NCT01333085,completed,,1,phase 1/phase 2,['head and neck cancer'],"[""['C76.0', 'C47.0', 'C49.0', 'C77.0', 'D17.0', 'D21.0', 'D36.11']""]","['carboplatin', 'rad001', 'paclitaxel']","['N[C@@H](CCCNC(N)=N)C(O)=O', '[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC', '[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC']","
        DISEASE CHARACTERISTICS:

          -  Histologically confirmed squamous cell carcinoma of the oral cavity, oropharynx,
             larynx, or hypopharynx

               -  Locally advanced disease (T4 N0-N3 disease)

               -  Unresectable disease OR resectable disease with surgery contra-indication

               -  No stage I, II, III, or IVc disease

          -  Measurable lesions defined as those accurately measured in ≥ 1 dimension (longest
             diameter to be recorded) as ≥ 20 mm with conventional techniques or as ≥ 10 mm with
             spiral CT scan

          -  No known brain metastases (cerebral CT scan is not required if no symptom is present)

        PATIENT CHARACTERISTICS:

          -  WHO performance status 0-2

          -  Life expectancy > 3 months

          -  Absolute neutrophil count ≥ 1,500/mm³

          -  Platelet count ≥ 100,000/mm³

          -  Hemoglobin ≥ 9 g/dL

          -  Total bilirubin ≤ 1.25 times upper limit of normal (ULN)

          -  Transaminases ≤ 2.5 times ULN

          -  Alkaline phosphatase ≤ 5 times ULN

          -  Creatinine clearance ≥ 60 mL/min

          -  Glycemia ≤ 1.5 times ULN

          -  Cholesterol level ≤ 7.30 mmol/L

          -  Serum total protein normal

          -  Oxygen saturation > 88%

          -  Able to swallow pills

          -  Not pregnant or nursing

          -  Negative pregnancy test

          -  Fertile patients must use effective contraception during and for 3 months after
             completion of study treatment

          -  No preexisting neuropathy ≥ grade 2

          -  No uncontrolled disease including any of the following:

               -  Diabetes

               -  Hypertension

               -  Symptomatic congestive heart or pulmonary failure

               -  Renal or hepatic chronic disease

               -  Severe infectious disease

          -  No active hemorrhagic syndrome

          -  No prior history of cancer within the past 5 years, except in situ cervical cancer and
             basal cell skin carcinoma

          -  No psychological, familial, sociological, or geographical condition potentially
             hampering compliance with the study protocol and follow-up schedule

          -  Registration in a national health care system (CMU included)

          -  Not eligible for organ preservation program

        PRIOR CONCURRENT THERAPY:

          -  No prior therapy for this cancer

          -  No prior chemotherapy unless received for treatment of another primary tumor
             considered in remission

          -  No prior investigational drug

          -  More than 30 days since prior participation in another therapeutic trial

          -  No prior or concurrent radiotherapy (except anterior radiotherapy) unless received for
             treatment of another primary tumor considered in remission

          -  No concurrent CYP3A4 strong inhibitors (e.g., azole antimycotics [itraconazole,
             ketoconazole], HIV protease inhibitor [ritonavir], erythromycin, anti-epileptic drugs
             [phenytoin, carbamazepine])

          -  No concurrent anti-coagulant therapy
      "
