sponsor,approval_rate,total
Matthew Galsky,0.4,5
Estetra,0.8,5
Fundacion SEIMC-GESIDA,0.4,5
Alcobra Ltd.,0.8,5
Arbutus Biopharma Corporation,0.6,5
Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,0.0,5
"Tetraphase Pharmaceuticals, Inc.",0.6,5
Immune Targeting Systems Ltd,0.8,5
RWTH Aachen University,0.0,5
Zymenex A/S,1.0,5
John Mascarenhas,0.2,5
Imperial College Healthcare NHS Trust,0.4,5
BIND Therapeutics,0.6,5
Oryx GmbH & Co. KG,0.6,5
"Prism Pharma Co., Ltd.",0.4,5
Pulmatrix Inc.,0.8,5
Dong-A University,0.4,5
MCM Vaccines B.V.,1.0,5
Neuralstem Inc.,0.6,5
Centre Hospitalier Universitaire Dijon,0.4,5
"Cara Therapeutics, Inc.",0.8,5
Tigenix S.A.U.,0.8,5
Newron Sweden AB,0.0,5
"Motus Therapeutics, Inc.",0.6,5
"Jinling Hospital, China",0.4,5
Region Skane,0.0,5
Array BioPharma,0.2,5
Capricor Inc.,0.6,5
"Iroko Pharmaceuticals, LLC",0.4,5
Optinose US Inc.,0.8,5
Targeted Medical Pharma,0.2,5
Huashan Hospital,0.0,5
Danisco,0.0,5
University of Palermo,0.2,5
"Allegro Ophthalmics, LLC",0.6,5
Neuroscience Trials Australia,0.2,5
IVI Madrid,0.2,5
University of Hawaii,0.2,5
University of Sydney,0.4,5
"Shenzhen SiBiono GeneTech Co.,Ltd",0.2,5
Alvogen Korea,0.4,5
Osiris Therapeutics,0.6,5
TSH Biopharm Corporation Limited,0.6,5
The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz),0.4,5
"United States Naval Medical Center, San Diego",0.0,5
SOLTI Breast Cancer Research Group,0.2,5
Janssen-Cilag Ltd.,0.4,5
Italian Sarcoma Group,0.2,5
Oncoethix GmbH,0.4,5
Anergis,0.8,5
Intersect ENT,0.6,5
"ZS Pharma, Inc.",0.6,5
Eleven Biotherapeutics,0.6,5
Russian Academy of Medical Sciences,0.4,5
"International Centre for Diarrhoeal Disease Research, Bangladesh",0.4,5
"Alder Biopharmaceuticals, Inc.",0.8,5
Hugel,0.2,5
Croma-Pharma GmbH,0.2,5
"Perosphere Pharmaceuticals Inc, a wholly owned subsidiary of AMAG Pharmaceuticals, Inc.",0.4,5
AbGenomics B.V Taiwan Branch,0.2,5
Enanta Pharmaceuticals,0.6,5
Instituto de Investigacion Sanitaria La Fe,0.0,5
Reckitt Benckiser Healthcare (UK) Limited,0.4,5
Aquinox Pharmaceuticals (Canada) Inc.,0.0,5
"NGM Biopharmaceuticals, Inc",0.8,5
Innocrin Pharmaceutical,0.0,5
"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",0.2,5
Arena Pharmaceuticals,0.8,5
Kaohsiung Medical University Chung-Ho Memorial Hospital,0.6,5
Xeris Pharmaceuticals,0.8,5
"Agios Pharmaceuticals, Inc.",0.4,5
"aTyr Pharma, Inc.",1.0,5
Parion Sciences,0.4,5
Walter Reed National Military Medical Center,0.0,5
Heptares Therapeutics Limited,0.2,5
"Clearside Biomedical, Inc.",0.4,5
Kocaeli University,0.0,5
"Asian-Pacific Alliance of Liver Disease, Beijing",0.0,5
Johnson & Johnson Consumer Inc. (J&JCI),0.0,5
"Santalis Pharmaceuticals, Inc.",0.0,5
"Vivozon, Inc.",0.2,5
Akcea Therapeutics,0.4,5
Liminal BioSciences Ltd.,0.6,5
Polichem S.A.,0.0,5
Glenmark Specialty S.A.,0.8,5
"Aclaris Therapeutics, Inc.",0.8,5
"Shanghai Junshi Bioscience Co., Ltd.",0.8,5
Abide Therapeutics,0.2,5
AOBiome LLC,0.0,5
"Ascletis Pharmaceuticals Co., Ltd.",0.8,5
Vical,0.25,4
AVAX Technologies,0.25,4
National Center for Complementary and Integrative Health (NCCIH),0.0,4
Cancer Research Campaign Clinical Trials Centre,0.0,4
"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",0.5,4
Introgen Therapeutics,0.25,4
Aronex Pharmaceuticals,0.0,4
Tularik,0.0,4
"McNeil Consumer & Specialty Pharmaceuticals, a Division of McNeil-PPC, Inc.",0.5,4
Vion Pharmaceuticals,0.0,4
Royal Liverpool University Hospital,0.0,4
University Hospital Birmingham,0.0,4
Poniard Pharmaceuticals,0.5,4
Genaera Corporation,0.0,4
Delcath Systems Inc.,0.25,4
YM BioSciences,0.0,4
PRAECIS Pharmaceuticals Inc.,0.0,4
"SGX Pharmaceuticals, Inc.",0.0,4
"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",0.5,4
MEDA Pharma GmbH & Co. KG,0.5,4
Royal Brompton & Harefield NHS Foundation Trust,0.0,4
Case Western Reserve University,0.5,4
Kyoto University,0.0,4
Bispebjerg Hospital,0.25,4
The George Institute,0.25,4
University of Giessen,0.0,4
University of Kentucky,0.0,4
Seattle Institute for Biomedical and Clinical Research,0.25,4
Cardium Therapeutics,0.0,4
Association Européenne de Recherche en Oncologie,0.0,4
Cambridge Health Alliance,0.5,4
Duramed Research,0.75,4
Johann Wolfgang Goethe University Hospital,0.25,4
S. Andrea Hospital,0.25,4
"Teva Neuroscience, Inc.",0.75,4
Tuscaloosa Research & Education Advancement Corporation,0.0,4
University of Connecticut,0.25,4
Children's National Research Institute,0.25,4
Minneapolis Veterans Affairs Medical Center,0.75,4
Population Council,0.25,4
University of Kansas,0.25,4
Steven E. Coutre,0.0,4
The Medical Research Network,0.75,4
Benaroya Research Institute,0.25,4
"Opexa Therapeutics, Inc.",0.25,4
"Janssen-Ortho Inc., Canada",0.25,4
Stiftung Institut fuer Herzinfarktforschung,0.5,4
Leonard Appleman,0.5,4
Janssen-Cilag B.V.,0.75,4
Atlantic Health System,0.0,4
ConjuChem,0.5,4
Progen Pharmaceuticals,0.0,4
Scripps Health,0.0,4
Monash University,0.0,4
University of Southampton,0.5,4
"Derm Research, PLLC",0.5,4
Michael E. DeBakey VA Medical Center,0.0,4
Central South University,0.5,4
Optimer Pharmaceuticals LLC,1.0,4
"University Hospitals, Leicester",0.0,4
Korean Multiple Myeloma Working Party,0.75,4
AmpliMed Corporation,0.5,4
"ARCA Biopharma, Inc.",0.0,4
"Ministry of Health, Brazil",0.0,4
Gruppo Italiano Trapianto di Midollo Osseo,0.75,4
University of Regensburg,0.5,4
Photocure,0.5,4
ZymoGenetics,0.75,4
Ahmad Tarhini,0.25,4
Methodist Healthcare,0.0,4
Michigan State University,0.25,4
"MEI Pharma, Inc.",0.5,4
Harvard School of Public Health (HSPH),0.0,4
Hospital General Universitario Gregorio Marañon,0.0,4
Sir Mortimer B. Davis - Jewish General Hospital,0.25,4
Desitin Arzneimittel GmbH,0.0,4
"Otsuka Pharmaceutical, Inc., Philippines",0.25,4
NeuroSearch A/S,0.5,4
Viventia Bio,0.5,4
Community Research Initiative of New England,0.5,4
Medtronic Diabetes,1.0,4
Center for Human Reproduction,0.0,4
"Faes Farma, S.A.",0.75,4
Active Biotech AB,0.5,4
Joslin Diabetes Center,0.0,4
Menzies School of Health Research,0.0,4
McGill University,0.0,4
Tioga Pharmaceuticals,0.5,4
Gruppo Italiano Studio Linfomi,0.75,4
Neurotech Pharmaceuticals,0.25,4
"Epix Pharmaceuticals, Inc.",0.0,4
"Amarillo Biosciences, Inc.",0.0,4
"Proacta, Incorporated",0.25,4
Vericel Corporation,0.75,4
BTG International Inc.,0.0,4
"Capnia, Inc.",0.0,4
"Research Foundation for Mental Hygiene, Inc.",0.25,4
Urovant Sciences GmbH,0.5,4
"Janssen-Cilag, S.A.",0.0,4
Diasome Pharmaceuticals,0.5,4
Chroma Therapeutics,0.5,4
Immatics Biotechnologies GmbH,0.5,4
Cadila Pharnmaceuticals,0.25,4
Watson Pharmaceuticals,0.25,4
Tibotec BVBA,0.5,4
Aktion Bronchialkarzinom e.V.,0.25,4
Capital Medical University,0.25,4
"Radius Health, Inc.",1.0,4
Medgenics Medical Israel Ltd.,0.25,4
"Momenta Pharmaceuticals, Inc.",0.5,4
Fondazione EMN Italy Onlus,0.75,4
CardioKine Inc.,1.0,4
Anchiano Therapeutics Israel Ltd.,0.75,4
BioSante Pharmaceuticals,0.25,4
Andromeda Biotech Ltd.,0.0,4
Celsion,0.25,4
Deltanoid Pharmaceuticals,0.5,4
Harbor Therapeutics,1.0,4
Light Chain Bioscience - Novimmune SA,0.25,4
"Humanigen, Inc.",0.25,4
D-Pharm Ltd.,0.25,4
Knopp Biosciences,0.5,4
Mylan Pharmaceuticals Inc,0.25,4
Sandy Srinivas,0.25,4
"Anesiva, Inc.",0.25,4
Shirley Ryan AbilityLab,0.5,4
Ronald Hoffman,0.5,4
"Invion, Inc.",0.5,4
"Joanne Kurtzberg, MD",0.0,4
University of Padova,0.5,4
Goethe University,0.5,4
"Essentialis, Inc.",0.75,4
Lung Biotechnology PBC,0.0,4
Steba Biotech S.A.,0.75,4
Biotest Pharmaceuticals Corporation,0.25,4
Pain Therapeutics,0.5,4
Cook MyoSite,0.0,4
4SC AG,0.5,4
Nerviano Medical Sciences,0.5,4
Medtronic Spinal and Biologics,0.0,4
"Zogenix, Inc.",1.0,4
Takara Bio Inc.,1.0,4
Federal University of Minas Gerais,0.0,4
MorphoSys AG,0.75,4
"Sirtris, a GSK Company",0.5,4
Beijing Chao Yang Hospital,0.25,4
Vantia Ltd,0.5,4
Reckitt Benckiser LLC,0.75,4
West German Study Group,0.5,4
Johnson & Johnson Pte Ltd,0.25,4
"Julie E. Bauman, MD, MPH",0.0,4
Janssen Infectious Diseases BVBA,1.0,4
"Denver Nephrologists, P.C.",0.25,4
howard safran,0.0,4
Prima BioMed Ltd,0.0,4
UCB Pharma GmbH,0.75,4
Xenon Pharmaceuticals Inc.,0.75,4
Bio-Cancer Treatment International Limited,0.25,4
"Tobira Therapeutics, Inc.",0.5,4
Asmacure Ltée,0.5,4
"Achaogen, Inc.",0.5,4
Medical University of Silesia,0.5,4
Grupo Espanol de Investigacion en Sarcomas,0.5,4
Livzon Pharmaceutical Group Inc.,0.5,4
"BioMed Valley Discoveries, Inc",0.5,4
Nabriva Therapeutics AG,1.0,4
Cardiff University,0.0,4
PLx Pharma,0.25,4
Pieris Pharmaceuticals GmbH,1.0,4
University of Southern Denmark,0.0,4
Tocagen Inc.,0.25,4
Oncotherapeutics,0.5,4
University Hospital Heidelberg,0.25,4
"Aragon Pharmaceuticals, Inc.",0.75,4
Gangnam Severance Hospital,0.0,4
Meshalkin Research Institute of Pathology of Circulation,0.25,4
Dalhousie University,1.0,4
China Medical University Hospital,0.0,4
Santaris Pharma A/S,0.25,4
ikfe-CRO GmbH,0.5,4
Mologen AG,0.5,4
Qingdao University,0.0,4
Hanyang University,0.25,4
Affimed GmbH,0.5,4
"Second Affiliated Hospital, School of Medicine, Zhejiang University",0.0,4
"Leap Therapeutics, Inc.",0.5,4
"NovaBay Pharmaceuticals, Inc.",0.75,4
Creabilis SA,0.25,4
Gesellschaft fur Medizinische Innovation - Hamatologie und Onkologie mbH,0.0,4
"Presidio Pharmaceuticals, Inc.",0.5,4
Dorte Nielsen,0.25,4
Taipei Medical University WanFang Hospital,0.5,4
WiSP Wissenschaftlicher Service Pharma GmbH,0.25,4
"Mimetogen Pharmaceuticals USA, Inc.",0.5,4
TRB Chemedica,0.5,4
Analgesic Solutions,0.25,4
Sorbent Therapeutics,0.25,4
Aziende Chimiche Riunite Angelini Francesco S.p.A,0.25,4
"Instituto Nacional de Cancer, Brazil",0.5,4
"TWi Biotechnology, Inc.",0.5,4
Grupo Espanol Multidisciplinario del Cancer Digestivo,0.5,4
Association for Innovation and Biomedical Research on Light and Image,0.0,4
Northern California Retina Vitreous Associates,0.5,4
R-Bio,0.75,4
Jichi Medical University,0.25,4
BioTech Tools S.A.,0.75,4
Hospital do Coracao,0.25,4
Peter Rossing,0.75,4
"Durata Therapeutics Inc., an affiliate of Allergan plc",0.75,4
Tsumura USA,0.0,4
Biomay AG,0.75,4
Shahid Beheshti University of Medical Sciences,0.5,4
Tarix Pharmaceuticals,0.0,4
"Relypsa, Inc.",1.0,4
Chengdu University of Traditional Chinese Medicine,0.25,4
Hiroshima University,0.0,4
Guangdong Association of Clinical Trials,0.25,4
Reproductive Medicine Associates of New Jersey,0.0,4
"Dart NeuroScience, LLC",0.0,4
CytoVac A/S,0.25,4
The First Hospital of Jilin University,0.25,4
Solasia Pharma K.K.,0.25,4
Padagis LLC,0.25,4
Oxford University Hospitals NHS Trust,0.25,4
Bellerophon Pulse Technologies,0.25,4
Children's Mercy Hospital Kansas City,0.25,4
KU Leuven,0.5,4
Sterna Biologicals GmbH & Co. KG,0.5,4
Beijing Friendship Hospital,0.0,4
OncoSec Medical Incorporated,0.25,4
Rottapharm,0.25,4
Immunicum AB,0.75,4
Fate Therapeutics,0.0,4
Bone Therapeutics S.A,0.5,4
Calmy Alexandra,0.25,4
Banc de Sang i Teixits,0.0,4
European Thoracic Oncology Platform,0.25,4
Instituto Nacional de Cancerologia de Mexico,0.75,4
"Shandong Lanjin Pharmaceuticals Co.,Ltd",0.0,4
"Avalo Therapeutics, Inc.",0.0,4
Gillette Children's Specialty Healthcare,0.0,4
Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,0.25,4
Beijing Anzhen Hospital,0.0,4
"Air Force Military Medical University, China",0.25,4
Kolon Life Science,0.75,4
"Elcelyx Therapeutics, Inc.",1.0,4
Protalix,0.75,4
"Gladwin, Mark, MD",0.25,4
Shenyang Northern Hospital,0.5,4
Nottingham University Hospitals NHS Trust,0.5,4
Aerpio Therapeutics,0.5,4
Chiba University,0.25,4
"Fundación FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia",0.5,4
"BlackThorn Therapeutics, Inc.",0.25,4
"Coordinación de Investigación en Salud, Mexico",0.25,4
Celyad Oncology SA,0.25,4
Beyond Air Inc.,1.0,4
"USWM, LLC (dba US WorldMeds)",0.5,4
Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,0.0,4
Hansa Biopharma AB,1.0,4
Qu Biologics Inc.,0.5,4
OhioHealth,0.0,4
Kansai Hepatobiliary Oncology Group,0.75,4
CureVac AG,0.0,4
Azienda Policlinico Umberto I,0.0,4
Meabco A/S,0.0,4
Theramab LLC,0.0,4
"Yungjin Pharm. Co., Ltd.",0.25,4
"Oramed, Ltd.",1.0,4
"Auspex Pharmaceuticals, Inc.",0.75,4
Quantum Genomics SA,0.75,4
Stemcentrx,0.25,4
Tianjin SinoBiotech Ltd.,0.0,4
"Allodynic Therapeutics, LLC",0.0,4
"Jenny C. Chang, MD",0.25,4
Probi AB,0.0,4
Istituto Oncologico Veneto IRCCS,0.5,4
Affiliated Hospital to Academy of Military Medical Sciences,0.25,4
Philip Morris Products S.A.,0.25,4
Hasselt University,0.0,4
Antalya IVF,0.0,4
"Scioderm, Inc.",0.25,4
Rhizen Pharmaceuticals SA,0.25,4
Jun Zhang,0.5,4
"EA Pharma Co., Ltd.",0.25,4
TriHealth Inc.,0.0,4
Zhejiang Hisun Pharmaceutical Co. Ltd.,0.0,4
Shanghai Zhongshan Hospital,0.0,4
Summit Therapeutics,0.75,4
"Yung Shin Pharm. Ind. Co., Ltd.",0.0,4
"National Cancer Institute, Egypt",0.0,4
"CHEOL WHAN LEE, M.D., Ph.D",0.0,4
Brugmann University Hospital,0.0,4
University of Edinburgh,0.0,4
Tan Tock Seng Hospital,0.25,4
The Cooper Health System,0.0,4
UCB Celltech,0.75,4
Tri-Service General Hospital,0.75,4
NuSirt Biopharma,0.5,4
"Yooyoung Pharmaceutical Co., Ltd.",0.0,4
"Evolus, Inc.",0.5,4
"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",0.25,4
Nordsjaellands Hospital,0.0,4
"Shenzhen Hornetcorn Bio-technology Company, LTD",0.0,4
KGK Science Inc.,0.0,4
MedDay Pharmaceuticals SA,0.25,4
"Kiromic, Inc.",0.0,4
Derming SRL,0.25,4
Universidade Federal do Rio de Janeiro,0.25,4
ObsEva SA,0.5,4
Peking University First Hospital,0.0,4
"scPharmaceuticals, Inc.",1.0,4
"Human Stem Cell Institute, Russia",0.5,4
Paratek Pharmaceuticals Inc,0.75,4
First Affiliated Hospital of Zhejiang University,0.5,4
Psoriasis Treatment Center of Central New Jersey,0.25,4
"Sixth Affiliated Hospital, Sun Yat-sen University",0.5,4
Humanity and Health Research Centre,0.0,4
"University of Auckland, New Zealand",0.25,4
Zhejiang Provincial People's Hospital,0.25,4
"Biotech Pharmaceutical Co., Ltd.",0.25,4
University of Guadalajara,0.75,4
Zhujiang Hospital,0.25,4
ADC Therapeutics S.A.,0.0,4
B.P. Koirala Institute of Health Sciences,0.25,4
Effector Therapeutics,0.25,4
Biolab Sanus Farmaceutica,0.0,4
Hepatera Ltd.,0.75,4
Valenta Pharm JSC,0.25,4
"Proteostasis Therapeutics, Inc.",0.25,4
Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,0.5,4
Cui Xulei,0.0,4
Xijing Hospital of Digestive Diseases,0.0,4
DS Biopharma,0.25,4
Universidad Autonoma de Nuevo Leon,0.25,4
Cyclerion Therapeutics,0.5,4
Assembly Biosciences,0.0,4
"ModernaTX, Inc.",0.75,4
Haus Bioceuticals,0.5,4
Danish Headache Center,0.25,4
Aquestive Therapeutics,0.25,4
UCB Biopharma SRL,0.25,4
Maltepe University,0.0,4
"Janssen, LP",1.0,3
California Cancer Consortium,0.0,3
Herbert Irving Comprehensive Cancer Center,0.6666666666666666,3
National Institute of Nursing Research (NINR),0.0,3
Unither Pharmaceuticals,0.0,3
AIM ImmunoTech Inc.,0.3333333333333333,3
"BioNumerik Pharmaceuticals, Inc.",0.3333333333333333,3
Elan Pharmaceuticals,0.0,3
InterMune,0.0,3
CancerVax Corporation,0.0,3
rEVO Biologics,1.0,3
Kos Pharmaceuticals,0.6666666666666666,3
Winston Laboratories,0.0,3
Alzheimer's Disease Cooperative Study (ADCS),0.3333333333333333,3
Genitope Corporation,0.0,3
Avigen,0.0,3
Medical Research Laboratories International,0.0,3
Mesoblast International Sàrl,0.3333333333333333,3
"Centocor Ortho Biotech Services, L.L.C.",1.0,3
Atrial Fibrillation Network,0.0,3
"The Emmes Company, LLC",0.6666666666666666,3
"PDL BioPharma, Inc.",0.3333333333333333,3
TransMolecular,0.3333333333333333,3
HealthCore-NERI,0.3333333333333333,3
Point Therapeutics,0.0,3
University of Helsinki,0.3333333333333333,3
Ullevaal University Hospital,0.0,3
Geriatric Oncology Consortium,0.0,3
Barwon Health,0.3333333333333333,3
"Ortho Biotech Products, L.P.",0.0,3
Gem Pharmaceuticals,0.6666666666666666,3
GP-Pharm,0.6666666666666666,3
Rafa Laboratories,0.0,3
Tata Memorial Hospital,0.0,3
Cellxpert Biotechnology Corp.,0.3333333333333333,3
Attenuon,0.0,3
Association of Urologic Oncology (AUO),0.0,3
"Hillerod Hospital, Denmark",0.3333333333333333,3
University Hospital Carl Gustav Carus,0.3333333333333333,3
Yaupon Therapeutics,1.0,3
Harvard Medical School (HMS and HSDM),0.0,3
Medical Center Alkmaar,0.0,3
North Eastern German Society of Gynaecological Oncology,0.6666666666666666,3
Pharmacology Research Institute,0.6666666666666666,3
Velindre NHS Trust,0.3333333333333333,3
"AnGes USA, Inc.",0.3333333333333333,3
Spectrum Health Hospitals,0.6666666666666666,3
Brooke Army Medical Center,0.0,3
Drexel University College of Medicine,1.0,3
National Cerebral and Cardiovascular Center,0.0,3
Nobelpharma,0.0,3
Callisto Pharmaceuticals,0.0,3
"Christopher Sweeney, MBBS",0.3333333333333333,3
State University of New York - Downstate Medical Center,0.3333333333333333,3
Tulane University School of Medicine,0.3333333333333333,3
Pancreatic Cancer Research Team,0.3333333333333333,3
Texas Tech University Health Sciences Center,0.3333333333333333,3
Jason Robert Gotlib,0.3333333333333333,3
St. Bartholomew's Hospital,0.3333333333333333,3
Philipps University Marburg Medical Center,0.3333333333333333,3
CPL Associates,0.0,3
Shriners Hospitals for Children,0.0,3
Tampere University,0.6666666666666666,3
Alizyme,0.6666666666666666,3
Nevada Cancer Institute,0.0,3
"DOV Pharmaceutical, Inc.",0.0,3
STEBA France,0.0,3
Tigris Pharmaceuticals,0.0,3
Carilion Clinic,0.0,3
Savient Pharmaceuticals,0.0,3
Herbert Hurwitz,0.3333333333333333,3
Henogen,0.6666666666666666,3
"Y's Therapeutics, Inc.",0.3333333333333333,3
Osaka University,0.0,3
"University Hospital, Linkoeping",0.3333333333333333,3
GlobeImmune,0.3333333333333333,3
"Daniel George, MD",0.6666666666666666,3
University of Wuerzburg,0.3333333333333333,3
Minster Research Ltd,0.6666666666666666,3
Women and Infants Hospital of Rhode Island,0.0,3
"Teva Pharmaceutical Industries, Ltd.",0.0,3
"NovaCardia, Inc.",0.0,3
Bastyr University,0.0,3
Auron Healthcare GmbH,0.0,3
"Sanwa Kagaku Kenkyusho Co., Ltd.",0.3333333333333333,3
New River Pharmaceuticals,1.0,3
AZ-VUB,0.6666666666666666,3
National Institute of Dental and Craniofacial Research (NIDCR),0.3333333333333333,3
Mundipharma K.K.,0.6666666666666666,3
MassBiologics,0.3333333333333333,3
Louisiana State University Health Sciences Center in New Orleans,0.0,3
"Tallikut Pharmaceuticals, Inc.",1.0,3
Avexa,0.3333333333333333,3
LifeBridge Health,0.6666666666666666,3
Tuen Mun Hospital,1.0,3
Janssen Cilag N.V./S.A.,0.6666666666666666,3
"Northern Orthopaedic Division, Denmark",0.0,3
"Tibotec, Inc",1.0,3
Pharmasset,0.3333333333333333,3
United States Department of Defense,0.0,3
Anemia Working Group Romania,0.0,3
Medical Enterprises Europe B.V.,0.0,3
ARYx Therapeutics,0.6666666666666666,3
Aldagen,0.3333333333333333,3
Schering-Plough,0.6666666666666666,3
Southern California College of Optometry at Marshall B. Ketchum University,0.0,3
Mundipharma AB,1.0,3
University of Jena,0.3333333333333333,3
CSL Limited,0.3333333333333333,3
Medicure,0.0,3
American University of Beirut Medical Center,0.3333333333333333,3
Bioniche Life Sciences Inc.,0.0,3
Greater Houston Retina Research,0.3333333333333333,3
"Peter A Campochiaro, MD",0.3333333333333333,3
Institut de Recherche pour le Developpement,0.3333333333333333,3
MedtronicNeuro,0.6666666666666666,3
Groupe Francais De Pneumo-Cancerologie,0.0,3
Heart Care Foundation,0.3333333333333333,3
Thallion Pharmaceuticals,0.0,3
OBEcure Ltd.,0.0,3
Università degli Studi dell'Insubria,0.0,3
Peplin,0.3333333333333333,3
PD Dr. med. Volker Heinemann,0.3333333333333333,3
VA Connecticut Healthcare System,0.0,3
Eleison Pharmaceuticals LLC.,0.3333333333333333,3
Bionovo,0.3333333333333333,3
NanoBio Corporation,0.3333333333333333,3
Isala,0.3333333333333333,3
Celladon Corporation,0.3333333333333333,3
Mersana Therapeutics,0.3333333333333333,3
Barnes Retina Institute,0.0,3
"Brown, Theodore R., M.D., MPH",0.3333333333333333,3
Cambridge Antibody Technology,0.3333333333333333,3
Transcept Pharmaceuticals,0.6666666666666666,3
Winthrop University Hospital,0.0,3
"SynerGene Therapeutics, Inc.",0.0,3
"ADMA Biologics, Inc.",0.6666666666666666,3
Kyunghee University Medical Center,0.3333333333333333,3
"Cortice Biosciences, Inc.",0.0,3
Phenomix,0.6666666666666666,3
Nordic Bioscience A/S,0.0,3
Provident Clinical Research,1.0,3
MerLion Pharmaceuticals GmbH,0.3333333333333333,3
"Health Ever Bio-Tech Co., Ltd.",0.0,3
Royal Adelaide Hospital,0.3333333333333333,3
Rottapharm Spain,0.3333333333333333,3
Lehigh Valley Hospital,0.6666666666666666,3
"Hangzhou Jiuyuan Gene Engineering Co. Ltd.,",0.3333333333333333,3
Penn State University,0.6666666666666666,3
Mukoviszidose Institut gGmbH,0.3333333333333333,3
Salvat,0.6666666666666666,3
"University Hospital, Rouen",0.0,3
"Protalex, Inc.",1.0,3
Margaret Ragni,0.3333333333333333,3
Vicus Therapeutics,0.6666666666666666,3
Alfasigma S.p.A.,0.3333333333333333,3
University of Toledo Health Science Campus,0.0,3
Cantonal Hospital of St. Gallen,0.6666666666666666,3
Biotec Pharmacon ASA,0.0,3
Academisch Ziekenhuis Maastricht,0.3333333333333333,3
Gruppo Italiano per lo studio dei Carcinomi dell'Apparato Digerente,0.3333333333333333,3
Santhera Pharmaceuticals,0.3333333333333333,3
Ception Therapeutics,0.3333333333333333,3
"University of Missouri, Kansas City",0.0,3
SciClone Pharmaceuticals,0.0,3
"Becton, Dickinson and Company",0.6666666666666666,3
Sociedad Andaluza de Enfermedades Infecciosas,0.3333333333333333,3
University of Liege,0.3333333333333333,3
Skane University Hospital,0.0,3
Korea University Anam Hospital,1.0,3
"Carol Fabian, MD",0.0,3
MetroHealth Medical Center,0.0,3
"Candel Therapeutics, Inc.",0.6666666666666666,3
Karo Bio AB,0.6666666666666666,3
Sherif S. Farag,0.0,3
The Wistar Institute,1.0,3
Connecticut Children's Medical Center,0.3333333333333333,3
"Tedec-Meiji Farma, S.A.",0.3333333333333333,3
Katy Peters,0.3333333333333333,3
Angimmune LLC,0.0,3
"Ambrilia Biopharma, Inc.",0.6666666666666666,3
Ulsan University Hospital,0.6666666666666666,3
"Sequel Pharmaceuticals, Inc",0.0,3
Uniformed Services University of the Health Sciences,0.3333333333333333,3
California Pacific Medical Center Research Institute,0.3333333333333333,3
Pulmagen Therapeutics,0.3333333333333333,3
Essentia Health,0.0,3
"Hisamitsu Pharmaceutical Co., Inc.",0.0,3
"Castle Creek Biosciences, LLC.",1.0,3
Acura Pharmaceuticals Inc.,0.6666666666666666,3
"Athenex, Inc.",1.0,3
London Health Sciences Centre,0.0,3
Fuzhou General Hospital,0.3333333333333333,3
International Maternal Pediatric Adolescent AIDS Clinical Trials Group,0.0,3
"Carbylan Therapeutics, Inc.",0.6666666666666666,3
Prisma Health-Upstate,0.0,3
PharmaNeuroBoost N.V.,0.3333333333333333,3
Dallas VA Medical Center,0.3333333333333333,3
"Horizon Pharma USA, Inc.",0.6666666666666666,3
New England Retina Associates,0.3333333333333333,3
"Five Prime Therapeutics, Inc.",0.3333333333333333,3
Medical University of Lodz,0.3333333333333333,3
GC Cell Corporation,0.6666666666666666,3
Wakayama Medical University,0.3333333333333333,3
University of Ottawa,0.3333333333333333,3
John H. Stroger Hospital,0.3333333333333333,3
AVIR Green Hills Biotechnology AG,0.6666666666666666,3
Wex Pharmaceuticals Inc.,0.0,3
KangLaiTe USA,0.0,3
NHS Tayside,0.3333333333333333,3
King's College Hospital NHS Trust,0.3333333333333333,3
Dow Pharmaceutical Sciences,0.6666666666666666,3
"Magna Pharmaceuticals, Inc.",0.0,3
Janssen-Cilag Farmaceutica Ltda.,0.3333333333333333,3
Mantecorp Industria Quimica e Farmaceutica Ltd.,0.0,3
Saint John's Cancer Institute,0.0,3
Abbott Biologicals,0.3333333333333333,3
"GPCR Therapeutics, Inc.",0.3333333333333333,3
A. Vogel AG,0.0,3
BioInvent International AB,0.3333333333333333,3
"Rexahn Pharmaceuticals, Inc.",0.3333333333333333,3
Chiltern Pesquisa Clinica Ltda,0.0,3
"Ansun Biopharma, Inc.",0.6666666666666666,3
Teva Pharmaceuticals USA,0.0,3
China Spinal Cord Injury Network,0.0,3
Amarin Pharma Inc.,1.0,3
"DEKK-TEC, Inc.",0.6666666666666666,3
Brainstorm-Cell Therapeutics,1.0,3
Universität Duisburg-Essen,0.3333333333333333,3
Liverpool Heart and Chest Hospital NHS Foundation Trust,0.0,3
Axelar AB,0.6666666666666666,3
"Seaside Therapeutics, Inc.",0.0,3
Ruhr University of Bochum,0.3333333333333333,3
Fraser Health,0.0,3
University of Reading,0.0,3
"MDVI, LLC",0.0,3
